attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
5,8,6,0,20,20,15,15,12,18
6,10,4,0,20,18,20,17,10,15
5,6,3,0,23,18,21,18,10,10
5,7,9,0,30,25,18,18,4,5
4,3,2,0,30,10,20,20,10,10
6,6,7,0,25,10,25,5,10,25
3,4,4,0,24,16,28,14,8,10
5,8,3,0,60,20,0,20,0,0
5,5,8,0,25,15,20,25,10,5
6,7,3,0,27,15,28,10,10,10
3,7,3,0,25,20,30,15,5,5
6,8,3,0,20,20,20,15,5,20
7,7,0,0,25,15,20,20,10,10
10,10,10,0,50,10,10,10,10,10
7,7,7,0,20,20,25,25,5,5
5,9,6,0,35,40,5,5,7,8
3,6,3,0,20,20,15,25,10,10
3,4,2,0,20,30,10,20,0,20
3,5,4,0,30,10,30,10,5,15
4,9,6,0,20,20,15,15,12,18
5,7,3,0,20,18,20,17,10,15
4,5,2,0,23,18,21,18,10,10
8,8,6,0,30,25,18,18,4,5
8,9,9,0,30,10,20,20,10,10
6,6,8,0,25,10,25,5,10,25
9,9,3,0,24,16,28,14,8,10
8,7,3,0,25,15,20,25,10,5
8,7,4,0,27,15,28,10,10,10
8,7,5,0,25,20,30,15,5,5
9,10,8,0,20,20,20,15,5,20
7,7,7,0,25,15,20,20,10,10
10,10,10,0,50,10,10,10,10,10
7.5,7.5,7.5,0,20,20,25,25,5,5
7,6,5,0,20,20,15,25,10,10
8,9,6,0,20,30,10,20,0,20
4,7,8,0,30,10,30,10,5,15
7,9,8,0,20,20,15,15,12,18
7,10,4,0,20,18,20,17,10,15
6,7,3,0,23,18,21,18,10,10
9,7,7,0,30,25,18,18,4,5
3,2,2,0,30,10,20,20,10,10
5,6,5,0,25,10,25,5,10,25
5,8,4,0,24,16,28,14,8,10
6,7,4,0,27,15,28,10,10,10
5,5,5,0,25,20,30,15,5,5
5,5,3,0,20,20,20,15,5,20
5,5,5,0,50,10,10,10,10,10
6,6,6,0,20,20,25,25,5,5
9,9,10,0,35,40,5,5,7,8
3,6,3,0,20,20,15,25,10,10
7,6,3,0,20,30,10,20,0,20
4,5,3,0,30,10,30,10,5,15
6,9,6,0,20,20,15,15,12,18
5,10,4,0,20,18,20,17,10,15
7,6,6,0,23,18,21,18,10,10
10,9,6,0,30,25,18,18,4,5
8,9,9,0,30,10,20,20,10,10
9,7,6,0,25,10,25,5,10,25
8,9,7,0,24,16,28,14,8,10
8,9,6,0,27,15,28,10,10,10
6,7,7,0,25,20,30,15,5,5
10,8,5,0,20,20,20,15,5,20
9,9,9,0,25,15,20,20,10,10
10,10,10,0,50,10,10,10,10,10
8.5,8.5,8.5,0,20,20,25,25,5,5
9,9,9,0,35,40,5,5,7,8
5,5,5,0,20,20,15,25,10,10
10,9,8,0,20,30,10,20,0,20
9,8,7,0,30,10,30,10,5,15
9,9,8,0,20,20,15,15,12,18
8,10,6,0,20,18,20,17,10,15
9,8,7,0,23,18,21,18,10,10
9,9,7,0,30,25,18,18,4,5
8,9,7,0,30,10,20,20,10,10
8,6,8,0,25,10,25,5,10,25
9,10,8,0,24,16,28,14,8,10
5,6,2,0,25,15,20,25,10,5
8,7,4,0,27,15,28,10,10,10
8,8,6,0,25,20,30,15,5,5
8,10,8,0,20,20,20,15,5,20
8,8,9,0,50,10,10,10,10,10
8,8,8,0,20,20,25,25,5,5
8,8,7,0,35,40,5,5,7,8
6,7,5,0,20,20,15,25,10,10
9,9,9,0,20,30,10,20,0,20
7,6,5,0,30,10,30,10,5,15
6,8,7,0,20,20,15,15,12,18
7,8,5,0,20,18,20,17,10,15
8,6,6,0,23,18,21,18,10,10
4,7,5,0,30,25,18,18,4,5
4,6,4,0,30,10,20,20,10,10
7,6,8,0,25,10,25,5,10,25
7,9,5,0,24,16,28,14,8,10
6,6,2,0,25,15,20,25,10,5
7,8,4,0,27,15,28,10,10,10
8,7,7,0,25,20,30,15,5,5
7,9,9,0,20,20,20,15,5,20
9,9,9,0,25,15,20,20,10,10
5,5,9,0,50,10,10,10,10,10
6,6,6,0,20,20,25,25,5,5
7,7,6,0,35,40,5,5,7,8
4,6,3,0,20,20,15,25,10,10
5,5,5,0,20,30,10,20,0,20
4,6,6,0,30,10,30,10,5,15
6,8,6,0,20,20,15,15,12,18
7,10,4,0,20,18,20,17,10,15
6,7,5,0,23,18,21,18,10,10
7,6,4,0,30,25,18,18,4,5
6,0,7,0,30,10,20,20,10,10
7,5,5,0,25,10,25,5,10,25
7,4,8,0,24,16,28,14,8,10
5,5,2,0,25,15,20,25,10,5
9,7,3,0,27,15,28,10,10,10
6,6,5,0,25,20,30,15,5,5
5,6,2,0,20,20,20,15,5,20
8,8,8,0,25,15,20,20,10,10
10,9,9,0,50,10,10,10,10,10
6,6,6,0,20,20,25,25,5,5
9,6,7,0,35,40,5,5,7,8
5,7,3,0,20,20,15,25,10,10
5,5,1,0,20,30,10,20,0,20
3,5,4,0,30,10,30,10,5,15
5,8,6,0,20,20,15,15,12,18
7,10,6,0,20,18,20,17,10,15
8,7,7,0,23,18,21,18,10,10
9,8,5,0,30,25,18,18,4,5
8,7,7,0,30,10,20,20,10,10
7,4,7,0,25,10,25,5,10,25
7,6,6,0,24,16,28,14,8,10
7,7,2,0,25,15,20,25,10,5
7,9,5,0,27,15,28,10,10,10
6,6,5,0,25,20,30,15,5,5
9,6,4,0,20,20,20,15,5,20
9,9,7,0,25,15,20,20,10,10
10,10,10,0,50,10,10,10,10,10
8,8,8,0,20,20,25,25,5,5
10,7,6,0,35,40,5,5,7,8
7,4,4,0,20,20,15,25,10,10
6,4,2,0,20,30,10,20,0,20
8,6,3,0,30,10,30,10,5,15
7,8,7,0,20,20,15,15,12,18
6,10,7,0,20,18,20,17,10,15
6,6,2,1,0,25,25,25,25,0
5,6,5,1,25,30,10,10,5,20
6,6,2,1,25,7,25,25,8,10
6,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
7,7,5,1,15,25,20,20,10,10
5,7,0,1,22,14,30,10,14,10
5,3,3,1,7,35,20,20,5,13
7,8,4,1,15,18,19,19,17,12
5,7,7,1,19,20,19,14,13,15
6,8,7,1,15,20,20,20,15,10
9,9,7,1,10,40,20,20,0,10
8,10,5,1,20,20,20,10,20,10
3,6,3,1,15,15,25,20,5,20
6,6,9,1,15,5,45,10,15,10
4,5,5,1,20,30,10,15,10,15
6,8,8,1,20,10,30,15,15,10
5,6,6,1,16,16,19,17,14,18
6,6,6,1,10,15,40,15,10,10
4,4,6,1,25,20,25,25,5,0
4,5,6,1,0,25,25,25,25,0
6,7,8,1,25,30,10,10,5,20
4,3,2,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,7,4,1,15,25,20,20,10,10
5,7,2,1,22,14,30,10,14,10
5,6,3,1,15,18,19,19,17,12
5,6,6,1,15,20,20,20,15,10
7,7,4,1,10,40,20,20,0,10
8,9,5,1,20,20,20,10,20,10
6,8,6,1,15,15,25,20,5,20
5,6,3,1,15,5,45,10,15,10
4,4,1,1,25,20,20,25,0,10
4,6,4,1,20,30,10,15,10,15
8,7,8,1,30,20,20,10,15,5
8,8,7,1,20,10,30,15,15,10
4,5,4,1,16,16,19,17,14,18
5,4,6,1,10,15,40,15,10,10
4,6,8,1,25,20,25,25,5,0
7,6,3,1,0,25,25,25,25,0
6,7,5,1,25,30,10,10,5,20
8,7,3,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,6,5,1,15,25,20,20,10,10
5,5,6,1,22,14,30,10,14,10
6,8,2,1,7,35,20,20,5,13
7,8,4,1,15,18,19,19,17,12
6,8,6,1,19,20,19,14,13,15
8,8,7,1,15,20,20,20,15,10
6,8,5,1,10,40,20,20,0,10
5,10,7,1,20,20,20,10,20,10
5,6,5,1,15,15,25,20,5,20
8,6,8,1,15,5,45,10,15,10
6,5,4,1,20,30,10,15,10,15
6,7,4,1,20,10,30,15,15,10
5,8,4,1,16,16,19,17,14,18
6,4,4,1,10,15,40,15,10,10
7,6,6,1,25,20,25,25,5,0
2,4,1,1,0,25,25,25,25,0
6,6,4,1,25,30,10,10,5,20
8,7,3,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,5,5,1,15,25,20,20,10,10
3,5,2,1,22,14,30,10,14,10
7,10,9,1,7,35,20,20,5,13
7,2,7,1,15,18,19,19,17,12
7,7,6,1,19,20,19,14,13,15
8,10,8,1,15,20,20,20,15,10
7,7,6,1,10,40,20,20,0,10
5,9,3,1,20,20,20,10,20,10
5,6,6,1,15,15,25,20,5,20
6,5,8,1,15,5,45,10,15,10
4,6,1,1,25,20,20,25,0,10
5,6,6,1,20,30,10,15,10,15
7,8,8,1,30,20,20,10,15,5
6,8,3,1,20,10,30,15,15,10
7,7,8,1,16,16,19,17,14,18
4,4,5,1,10,15,40,15,10,10
6,8,6,1,25,20,25,25,5,0
2,1,5,1,0,25,25,25,25,0
7,7,5,1,25,30,10,10,5,20
9,5,4,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,6,4,1,15,25,20,20,10,10
5,6,7,1,22,14,30,10,14,10
8,9,9,1,7,35,20,20,5,13
7,3,7,1,15,18,19,19,17,12
9,9,3,1,19,20,19,14,13,15
8,8,6,1,15,20,20,20,15,10
8,7,7,1,10,40,20,20,0,10
8,8,0,1,20,20,20,10,20,10
6,6,6,1,15,15,25,20,5,20
5,6,4,1,15,5,45,10,15,10
6,6,6,1,20,30,10,15,10,15
8,7,7,1,20,10,30,15,15,10
5,6,7,1,16,16,19,17,14,18
6,5,5,1,10,15,40,15,10,10
7,7,7,1,25,20,25,25,5,0
1,2,1,1,0,25,25,25,25,0
5,6,6,1,25,30,10,10,5,20
4,5,2,1,25,7,25,25,8,10
5,5,5,1,16.67,16.67,16.67,16.67,16.67,16.67
4,7,6,1,15,25,20,20,10,10
2,7,0,1,22,14,30,10,14,10
7,7,6,1,15,18,19,19,17,12
6,8,4,1,19,20,19,14,13,15
5,7,4,1,15,20,20,20,15,10
6,8,3,1,10,40,20,20,0,10
4,7,3,1,20,20,20,10,20,10
3,6,3,1,15,15,25,20,5,20
5,6,7,1,15,5,45,10,15,10
4,6,5,1,20,30,10,15,10,15
5,8,3,1,20,10,30,15,15,10
5,6,6,1,16,16,19,17,14,18
4,4,2,1,10,15,40,15,10,10
5,4,6,1,25,20,25,25,5,0
4,2,7,1,0,25,25,25,25,0
7,6,6,1,25,30,10,10,5,20
9,8,4,1,25,7,25,25,8,10
6,6,5,1,16.67,16.67,16.67,16.67,16.67,16.67
8,7,7,1,15,25,20,20,10,10
6,6,8,1,22,14,30,10,14,10
5,6,7,1,7,35,20,20,5,13
5,1,2,1,15,18,19,19,17,12
8,6,5,1,15,20,20,20,15,10
7,7,4,1,10,40,20,20,0,10
9,9,5,1,20,20,20,10,20,10
7,8,5,1,15,15,25,20,5,20
6,4,3,1,15,5,45,10,15,10
7,9,3,1,25,20,20,25,0,10
6,5,5,1,20,30,10,15,10,15
9.5,9,8,1,30,20,20,10,15,5
8,7,5,1,20,10,30,15,15,10
6,6,5,1,16,16,19,17,14,18
7,6,6,1,10,15,40,15,10,10
8,9,7,1,25,20,25,25,5,0
1,9,1,1,0,25,25,25,25,0
5,6,6,1,25,30,10,10,5,20
5,5,3,1,25,7,25,25,8,10
6,6,5,1,16.67,16.67,16.67,16.67,16.67,16.67
6,7,7,1,15,25,20,20,10,10
3,4,6,1,22,14,30,10,14,10
5,7,2,1,15,18,19,19,17,12
7,9,6,1,19,20,19,14,13,15
4,8,7,1,15,20,20,20,15,10
6,9,6,1,10,40,20,20,0,10
6,9,3,1,20,20,20,10,20,10
5,7,6,1,15,15,25,20,5,20
8,10,4,1,15,5,45,10,15,10
4,7,4,1,20,30,10,15,10,15
5,8,5,1,30,20,20,10,15,5
5,9,8,1,20,10,30,15,15,10
6,7,6,1,16,16,19,17,14,18
5,4,6,1,10,15,40,15,10,10
2,4,6,1,25,20,25,25,5,0
4,6,10,1,0,25,25,25,25,0
7,7,8,1,25,30,10,10,5,20
6,3,2,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,5,5,1,15,25,20,20,10,10
3,5,7,1,22,14,30,10,14,10
5,6,3,1,7,35,20,20,5,13
7,8,6,1,15,18,19,19,17,12
4,7,5,1,19,20,19,14,13,15
6,8,5,1,15,20,20,20,15,10
6,7,7,1,10,40,20,20,0,10
7,4,3,1,20,20,20,10,20,10
4,4,5,1,15,15,25,20,5,20
9,6,2,1,15,5,45,10,15,10
4,6,4,1,20,30,10,15,10,15
5,6,4,1,30,20,20,10,15,5
6,6,5,1,20,10,30,15,15,10
6,6,6,1,16,16,19,17,14,18
4,5,4,1,10,15,40,15,10,10
7,6,8,1,25,20,25,25,5,0
1,2,1,1,0,25,25,25,25,0
7,7,7,1,25,30,10,10,5,20
7,6,2,1,25,7,25,25,8,10
6,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,8,5,1,15,25,20,20,10,10
7,7,6,1,22,14,30,10,14,10
7,7,4,1,15,18,19,19,17,12
7,8,7,1,19,20,19,14,13,15
5,7,5,1,15,20,20,20,15,10
8,8,6,1,10,40,20,20,0,10
9,9,8,1,20,20,20,10,20,10
8,8,6,1,15,15,25,20,5,20
9,8,2,1,15,5,45,10,15,10
6,5,7,1,20,30,10,15,10,15
6,8,5,1,20,10,30,15,15,10
6,7,6,1,16,16,19,17,14,18
7,7,6,1,10,15,40,15,10,10
6,7,7,1,25,20,25,25,5,0
6,1,1,1,0,25,25,25,25,0
4,8,4,1,25,30,10,10,5,20
6,6,5,1,25,7,25,25,8,10
6,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
5,7,4,1,15,25,20,20,10,10
4,7,6,1,22,14,30,10,14,10
9,10,7,1,7,35,20,20,5,13
6,9,2,1,15,18,19,19,17,12
3,6,4,1,15,20,20,20,15,10
6,7,5,1,10,40,20,20,0,10
8,10,5,1,20,20,20,10,20,10
4,8,4,1,15,15,25,20,5,20
3,7,4,1,20,30,10,15,10,15
5,7,5,1,30,20,20,10,15,5
7,10,3,1,20,10,30,15,15,10
5,7,5,1,16,16,19,17,14,18
4,6,4,1,10,15,40,15,10,10
5,7,6,1,25,20,25,25,5,0
2,4,2,1,0,25,25,25,25,0
7,7,6,1,25,30,10,10,5,20
6,3,3,1,25,7,25,25,8,10
6,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
7,7,6,1,15,25,20,20,10,10
6,7,8,1,22,14,30,10,14,10
6,10,5,1,7,35,20,20,5,13
7,8,4,1,19,20,19,14,13,15
3,5,3,1,15,20,20,20,15,10
8,8,6,1,10,40,20,20,0,10
6,10,3,1,20,20,20,10,20,10
7,8,5,1,15,15,25,20,5,20
8,8,2,1,15,5,45,10,15,10
6,6,5,1,25,20,20,25,0,10
3,6,6,1,20,30,10,15,10,15
6,8,4,1,20,10,30,15,15,10
5,7,6,1,16,16,19,17,14,18
5,3,4,1,10,15,40,15,10,10
3,4,5,1,25,20,25,25,5,0
1,1,1,1,0,25,25,25,25,0
6,8,6,1,25,30,10,10,5,20
3,5,2,1,25,7,25,25,8,10
5,5,5,1,16.67,16.67,16.67,16.67,16.67,16.67
7,8,6,1,15,25,20,20,10,10
5,7,8,1,22,14,30,10,14,10
4,10,2,1,7,35,20,20,5,13
6,8,4,1,15,18,19,19,17,12
6,9,5,1,19,20,19,14,13,15
5,7,5,1,15,20,20,20,15,10
6,8,5,1,10,40,20,20,0,10
6,10,6,1,20,20,20,10,20,10
2,5,7,1,15,15,25,20,5,20
5,6,2,1,15,5,45,10,15,10
2,6,1,1,25,20,20,25,0,10
3,6,4,1,20,30,10,15,10,15
6,8,6,1,30,20,20,10,15,5
6,9,5,1,20,10,30,15,15,10
4,5,4,1,16,16,19,17,14,18
4,6,6,1,10,15,40,15,10,10
4,4,4,1,25,20,25,25,5,0
4,9,1,1,0,25,25,25,25,0
6,7,5,1,25,30,10,10,5,20
5,5,3,1,25,7,25,25,8,10
5,6,5,1,16.67,16.67,16.67,16.67,16.67,16.67
4,6,5,1,15,25,20,20,10,10
3,5,6,1,22,14,30,10,14,10
5,4,3,1,7,35,20,20,5,13
6,8,3,1,15,18,19,19,17,12
4,8,5,1,19,20,19,14,13,15
4,5,3,1,15,20,20,20,15,10
7,9,5,1,10,40,20,20,0,10
6,10,5,1,20,20,20,10,20,10
4,7,5,1,15,15,25,20,5,20
6,8,6,1,15,5,45,10,15,10
3,7,4,1,20,30,10,15,10,15
5,6,4,1,30,20,20,10,15,5
7,8,4,1,20,10,30,15,15,10
5,6,5,1,16,16,19,17,14,18
5,6,4,1,10,15,40,15,10,10
3,2,5,1,25,20,25,25,5,0
1,2,8,1,0,25,25,25,25,0
5,5,6,1,25,30,10,10,5,20
5,6,3,1,25,7,25,25,8,10
5,5,5,1,16.67,16.67,16.67,16.67,16.67,16.67
7,4,4,1,15,25,20,20,10,10
3,4,3,1,22,14,30,10,14,10
6,6,2,1,15,18,19,19,17,12
5,6,5,1,19,20,19,14,13,15
6,4,4,1,15,20,20,20,15,10
6,7,4,1,10,40,20,20,0,10
2,3,5,1,15,15,25,20,5,20
6,8,3,1,15,5,45,10,15,10
2,2,0,1,25,20,20,25,0,10
3,7,5,1,20,30,10,15,10,15
5,5,6,1,30,20,20,10,15,5
6,8,2,1,20,10,30,15,15,10
4,6,4,1,16,16,19,17,14,18
4,4,4,1,10,15,40,15,10,10
2,2,4,1,25,20,25,25,5,0
1,6,4,1,0,25,25,25,25,0
5,5,8,1,25,30,10,10,5,20
5,9,2,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
6,7,5,1,15,25,20,20,10,10
4,5,5,1,22,14,30,10,14,10
6,5,2,1,7,35,20,20,5,13
7,7,4,1,15,18,19,19,17,12
7,6,6,1,15,20,20,20,15,10
9,8,6,1,10,40,20,20,0,10
5,10,7,1,20,20,20,10,20,10
8,7,6,1,15,15,25,20,5,20
6,7,7,1,15,5,45,10,15,10
5,5,4,1,20,30,10,15,10,15
7,9,6,1,20,10,30,15,15,10
6,7,6,1,16,16,19,17,14,18
7,6,6,1,10,15,40,15,10,10
5,5,5,1,25,20,25,25,5,0
2,6,3,1,0,25,25,25,25,0
7,7,8,1,25,30,10,10,5,20
5,7,2,1,25,7,25,25,8,10
6,7,5,1,16.67,16.67,16.67,16.67,16.67,16.67
7,7,3,1,15,25,20,20,10,10
5,7,3,1,22,14,30,10,14,10
7,8,5,1,15,18,19,19,17,12
6,7,6,1,15,20,20,20,15,10
8,8,8,1,10,40,20,20,0,10
6,10,5,1,20,20,20,10,20,10
6,8,8,1,15,15,25,20,5,20
6,6,1,1,15,5,45,10,15,10
5,5,5,1,20,30,10,15,10,15
5,7,8,1,30,20,20,10,15,5
8,8,4,1,20,10,30,15,15,10
6,5,5,1,16,16,19,17,14,18
4,7,6,1,10,15,40,15,10,10
6,6,4,1,25,20,25,25,5,0
4,2,1,1,0,25,25,25,25,0
6,7,4,1,25,30,10,10,5,20
8,3,2,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
7,6,7,1,15,25,20,20,10,10
7,8,6,1,22,14,30,10,14,10
7,7,4,1,15,18,19,19,17,12
7,9,5,1,19,20,19,14,13,15
7,8,8,1,15,20,20,20,15,10
6,6,5,1,10,40,20,20,0,10
8,9,7,1,20,20,20,10,20,10
5,6,5,1,15,15,25,20,5,20
9,5,3,1,15,5,45,10,15,10
8,5,0,1,25,20,20,25,0,10
4,6,4,1,20,30,10,15,10,15
8,8,8,1,30,20,20,10,15,5
9,6,5,1,20,10,30,15,15,10
5,6,5,1,16,16,19,17,14,18
6,7,7,1,10,15,40,15,10,10
7,6,6,1,25,20,25,25,5,0
1,7,2,1,0,25,25,25,25,0
4,7,6,1,25,30,10,10,5,20
5,7,5,1,25,7,25,25,8,10
7,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
5,6,6,1,15,25,20,20,10,10
5,7,2,1,22,14,30,10,14,10
4,5,4,1,7,35,20,20,5,13
6,8,4,1,15,18,19,19,17,12
6,7,7,1,19,20,19,14,13,15
4,8,6,1,15,20,20,20,15,10
7,8,6,1,10,40,20,20,0,10
4,10,2,1,20,20,20,10,20,10
7,6,5,1,15,15,25,20,5,20
6,7,3,1,15,5,45,10,15,10
7,8,6,1,25,20,20,25,0,10
4,7,7,1,20,30,10,15,10,15
5,8,8,1,30,20,20,10,15,5
7,8,8,1,20,10,30,15,15,10
4,5,5,1,16,16,19,17,14,18
4,7,6,1,10,15,40,15,10,10
5,6,6,1,25,20,25,25,5,0
8,1,1,1,0,25,25,25,25,0
5,7,7,1,25,30,10,10,5,20
8,7,3,1,25,7,25,25,8,10
6,7,6,1,16.67,16.67,16.67,16.67,16.67,16.67
7,7,5,1,15,25,20,20,10,10
7,7,6,1,22,14,30,10,14,10
7,7,4,1,15,18,19,19,17,12
6,6,4,1,15,20,20,20,15,10
10,9,5,1,10,40,20,20,0,10
10,8,7,1,20,20,20,10,20,10
6,7,6,1,15,15,25,20,5,20
9,6,2,1,15,5,45,10,15,10
6,7,0,1,25,20,20,25,0,10
5,5,7,1,20,30,10,15,10,15
9,8,7,1,30,20,20,10,15,5
8,7,2,1,20,10,30,15,15,10
7,7,6,1,16,16,19,17,14,18
7,7,7,1,10,15,40,15,10,10
6,8,7,1,25,20,25,25,5,0
2,8,1,1,0,25,25,25,25,0
5,7,5,1,25,30,10,10,5,20
4,4,5,1,25,7,25,25,8,10
6,6,6,1,16.67,16.67,16.67,16.67,16.67,16.67
5,6,5,1,15,25,20,20,10,10
3,5,6,1,22,14,30,10,14,10
6,7,4,1,7,35,20,20,5,13
6,6,3,1,15,18,19,19,17,12
7,7,4,1,19,20,19,14,13,15
7,6,5,1,15,20,20,20,15,10
8,8,3,1,10,40,20,20,0,10
9,9,3,1,20,20,20,10,20,10
3,7,4,1,15,15,25,20,5,20
6,8,3,1,15,5,45,10,15,10
4,5,0,1,25,20,20,25,0,10
4,7,5,1,20,30,10,15,10,15
7,8,7,1,30,20,20,10,15,5
8,6,5,1,20,10,30,15,15,10
6,5,5,1,16,16,19,17,14,18
6,7,6,1,10,15,40,15,10,10
6,6,6,1,25,20,25,25,5,0
9,9,8,0,17,19,18,17,11,18
7,7,5,0,24,15,20,20,8,13
6,7,5,0,50,20,10,10,5,5
8,8,8,0,25,5,30,15,5,20
6,5,8,0,19,13,18,18,10,22
7,7,6,0,20,10,30,20,10,10
9,8,7,0,6.67,19.05,42.86,9.52,14.29,7.62
7,8,6,0,25,20,15,25,10,5
8,7,7,0,50,0,20,20,0,10
6,7,5,0,40,30,10,8,2,10
10,9,8,0,20,25,20,10,5,20
7,7,5,0,30,15,15,20,10,10
8,9,7,0,17,19,18,17,11,18
6,7,4,0,24,15,20,20,8,13
4,5,8,0,50,20,10,10,5,5
5,6,2,0,25,5,30,15,5,20
4,6,4,0,20,10,30,20,10,10
7,7,3,0,6.67,19.05,42.86,9.52,14.29,7.62
5,6,3,0,25,20,15,25,10,5
4,7,4,0,50,0,20,20,0,10
6,6,7,0,40,30,10,8,2,10
6,9,7,0,20,25,20,10,5,20
4,5,4,0,30,15,15,20,10,10
7,8,7,0,17,19,18,17,11,18
8,10,4,0,20,20,20,20,10,10
6,8,6,0,24,15,20,20,8,13
5,5,6,0,50,20,10,10,5,5
3,6,2,0,25,5,30,15,5,20
3,6,4,0,19,13,18,18,10,22
4,6,5,0,20,10,30,20,10,10
7,8,4,0,6.67,19.05,42.86,9.52,14.29,7.62
6,8,5,0,25,20,15,25,10,5
5,10,6,0,50,0,20,20,0,10
4,5,6,0,40,30,10,8,2,10
6,9,8,0,20,25,20,10,5,20
4,7,6,0,30,15,15,20,10,10
8,9,7,0,17,19,18,17,11,18
9,8,6,0,24,15,20,20,8,13
7,8,8,0,50,20,10,10,5,5
7,5,2,0,25,5,30,15,5,20
6,7,6,0,19,13,18,18,10,22
5,5,5,0,20,10,30,20,10,10
6,8,4,0,6.67,19.05,42.86,9.52,14.29,7.62
7,6,5,0,25,20,15,25,10,5
8,4,4,0,50,0,20,20,0,10
7,7,5,0,40,30,10,8,2,10
9,9,8,0,20,25,20,10,5,20
6,7,6,0,30,15,15,20,10,10
9,8,7,0,17,19,18,17,11,18
8,10,4,0,20,20,20,20,10,10
7,7,4,0,24,15,20,20,8,13
5,6,6,0,50,20,10,10,5,5
5,7,4,0,25,5,30,15,5,20
4,6,5,0,19,13,18,18,10,22
4,5,4,0,20,10,30,20,10,10
8,7,5,0,6.67,19.05,42.86,9.52,14.29,7.62
5,6,3,0,25,20,15,25,10,5
4,8,2,0,50,0,20,20,0,10
5,6,5,0,40,30,10,8,2,10
7,8,5,0,20,25,20,10,5,20
4,7,5,0,30,15,15,20,10,10
8,9,8,0,17,19,18,17,11,18
6,6,5,0,24,15,20,20,8,13
5,5,5,0,50,20,10,10,5,5
5,7,3,0,25,5,30,15,5,20
4,7,4,0,19,13,18,18,10,22
6,6,4,0,20,10,30,20,10,10
7,9,4,0,6.67,19.05,42.86,9.52,14.29,7.62
5,8,5,0,25,20,15,25,10,5
5,8,4,0,50,0,20,20,0,10
4,7,5,0,40,30,10,8,2,10
7,9,9,0,20,25,20,10,5,20
6,7,5,0,30,15,15,20,10,10
6,8,7,0,17,19,18,17,11,18
6,6,4,0,24,15,20,20,8,13
4,2,7,0,50,20,10,10,5,5
4,6,2,0,25,5,30,15,5,20
5,7,4,0,20,10,30,20,10,10
5,9,3,0,6.67,19.05,42.86,9.52,14.29,7.62
6,8,8,0,25,20,15,25,10,5
4,7,5,0,50,0,20,20,0,10
7,7,5,0,40,30,10,8,2,10
6,8,8,0,20,25,20,10,5,20
4,7,5,0,30,15,15,20,10,10
7,9,8,0,17,19,18,17,11,18
8,10,7,0,20,20,20,20,10,10
8,7,4,0,24,15,20,20,8,13
6,6,8,0,50,20,10,10,5,5
6,6,3,0,25,5,30,15,5,20
5,8,5,0,19,13,18,18,10,22
7,7,6,0,20,10,30,20,10,10
5,8,3,0,6.67,19.05,42.86,9.52,14.29,7.62
5,6,3,0,25,20,15,25,10,5
4,10,5,0,50,0,20,20,0,10
7,7,6,0,40,30,10,8,2,10
5,6,10,0,20,25,20,10,5,20
6,7,5,0,30,15,15,20,10,10
8,9,7,0,17,19,18,17,11,18
5,4,0,0,20,20,20,20,10,10
6,6,4,0,24,15,20,20,8,13
4,0,8,0,50,20,10,10,5,5
6,4,8,0,25,5,30,15,5,20
3,6,5,0,19,13,18,18,10,22
7,5,6,0,20,10,30,20,10,10
2,8,2,0,6.67,19.05,42.86,9.52,14.29,7.62
4,5,6,0,25,20,15,25,10,5
4,7,4,0,50,0,20,20,0,10
4,3,4,0,40,30,10,8,2,10
7,8,5,0,20,25,20,10,5,20
6,6,7,0,30,15,15,20,10,10
8,9,6,0,17,19,18,17,11,18
6,8,5,0,24,15,20,20,8,13
8,7,8,0,50,20,10,10,5,5
9,8,9,0,25,5,30,15,5,20
7,7,6,0,19,13,18,18,10,22
6,7,6,0,20,10,30,20,10,10
7,7,3,0,6.67,19.05,42.86,9.52,14.29,7.62
6,5,3,0,25,20,15,25,10,5
7,7,9,0,50,0,20,20,0,10
6,4,5,0,40,30,10,8,2,10
9,7,10,0,20,25,20,10,5,20
5,7,6,0,30,15,15,20,10,10
7,9,7,0,17,19,18,17,11,18
8,10,4,0,20,20,20,20,10,10
8,7,5,0,24,15,20,20,8,13
7,7,5,0,50,20,10,10,5,5
6,6,3,0,25,5,30,15,5,20
6,8,6,0,19,13,18,18,10,22
5,7,5,0,20,10,30,20,10,10
