gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,race
0,7,6,7,5,5,8,8,21,2
0,8,8,7,7,7,6,7,21,2
0,6,8,9,9,8,6,7,21,2
0,5,5,5,5,5,5,5,21,2
0,7,9,9,8,8,8,7,21,2
0,7,8,8,7,7,7,7,21,2
0,3,3,5,6,1,1,5,21,2
0,5,5,5,5,5,5,5,21,2
0,6,10,7,7,7,7,8,20,1
0,4,6,6,5,4,5,4,20,1
0,5,6,8,7,7,7,7,20,1
0,5,8,8,6,7,5,5,20,1
0,6,7,7,6,7,7,6,20,1
0,5,7,7,2,5,2,3,20,1
0,7,9,9,8,8,7,7,20,1
0,1,1,6,2,5,1,3,20,1
0,5,5,5,5,5,5,5,20,1
0,10,10,10,10,10,10,10,21,2
0,4,5,4,4,5,4,4,21,2
0,6,2,4,4,4,6,6,21,2
0,10,10,9,10,9,10,10,21,2
0,5,7,6,6,6,5,5,21,2
0,7,3,7,10,7,8,7,21,2
0,9,7,6,10,8,7,8,21,2
0,8,8,8,7,6,10,7,21,2
0,6,5,5,4,3,2,6,21,2
0,10,10,10,10,10,10,10,21,2
0,6,5,5,4,4,6,4,21,2
0,5,4,3,2,5,4,7,21,2
0,10,10,10,10,10,10,10,21,2
0,7,6,8,9,7,7,7,21,2
0,7,7,7,7,5,5,7,21,2
0,7,7,7,7,8,6,6,21,2
0,3,7,2,1,1,1,2,21,2
0,5,5,5,5,5,5,5,21,2
0,10,10,10,10,10,10,10,21,2
0,6,6,5,6,5,6,6,21,2
0,8,7,6,5,5,5,7,21,2
0,10,5,6,10,10,10,10,21,2
0,7,7,7,7,7,8,7,21,2
0,7,7,8,8,10,6,7,21,2
0,8,8,9,9,7,7,8,21,2
0,8,9,10,9,5,9,8,21,2
0,6,6,6,3,8,2,6,21,2
0,9,9,8,7,8,7,8,19,3
0,6,4,5,6,7,7,5,19,3
0,9,8,4,5,3,2,7,19,3
0,8,8,6,6,6,7,7,19,3
0,6,9,8,9,7,7,7,19,3
0,9,8,8,6,7,3,8,19,3
0,9,8,9,7,8,8,8,19,3
0,7,6,6,6,6,6,8,19,3
0,6,6,6,6,6,6,6,19,3
0,6,7,7,7,7,7,8,20,3
0,9,6,8,5,7,4,5,20,3
0,7,5,6,6,8,7,8,20,3
0,9,8,7,8,7,7,7,20,3
0,7,7,7,7,6,8,7,20,3
0,8,5,7,8,5,6,7,20,3
0,8,8,10,10,8,7,8,20,3
0,9,8,8,10,9,8,8,20,3
0,9,6,8,6,6,6,9,20,3
0,6,6,7,6,6,2,5,20,3
0,6,9,8,7,6,6,7,21,2
0,5,4,5,4,5,4,3,21,2
0,2,7,9,6,7,7,7,21,2
0,4,6,6,5,4,2,3,21,2
0,4,8,7,6,6,5,5,21,2
0,5,8,7,0,5,0,4,21,2
0,6,9,7,7,8,7,5,21,2
0,7,8,10,6,5,6,7,21,2
0,2,1,3,1,1,1,2,21,2
0,7,5,10,6,7,2,2,21,2
1,7,7,7,9,7,8,8,22,6
1,8,10,9,10,5,5,8,22,6
1,7,6,6,7,4,4,6,22,6
1,10,10,10,10,10,10,10,22,6
1,10,10,10,10,10,10,10,22,6
1,10,10,10,10,10,10,8,22,6
1,7,8,7,8,8,5,6,22,6
1,8,10,10,7,7,8,9,22,6
1,4,8,7,4,9,3,4,18,4
1,5,9,6,5,5,2,4,18,4
1,8,7,6,6,5,4,7,18,4
1,6,10,10,7,6,5,5,18,4
1,7,10,8,8,8,6,8,18,4
1,7,10,8,7,8,4,7,18,4
1,5,8,6,2,2,2,4,18,4
1,9,10,7,5,10,9,9,18,4
1,5,1,6,2,8,1,1,22,4
1,5,9,8,1,10,1,1,22,4
1,4,3,4,2,9,3,2,22,4
1,2,10,10,2,10,2,2,22,4
1,4,4,8,2,10,0,3,22,4
1,4,8,7,5,9,3,2,22,4
1,2,1,4,1,6,0,1,22,4
1,4,6,7,6,6,1,5,22,4
1,7,7,8,8,7,8,8,21,2
1,10,9,10,10,10,7,9,21,2
1,7,5,5,6,5,3,5,21,2
1,10,10,10,10,10,10,10,21,2
1,10,8,8,9,8,8,10,21,2
1,10,10,10,10,10,10,10,21,2
1,6,8,8,9,8,6,7,21,2
1,6,8,8,6,8,5,5,21,2
1,6,10,10,8,8,4,8,21,2
1,5,7,9,6,8,7,8,22,2
1,6,9,8,7,7,6,7,22,2
1,5,6,5,5,5,7,6,22,2
1,6,10,10,8,10,6,8,22,2
1,6,9,10,7,9,4,7,22,2
1,6,10,9,7,8,6,7,22,2
1,8,10,8,7,8,6,7,22,2
1,8,7,10,7,10,9,9,22,2
1,10,6,7,8,8,8,8,22,2
1,9,9,8,10,7,8,9,22,2
1,2,3,2,2,6,2,2,22,2
1,8,5,9,9,10,8,7,22,2
1,8,6,6,7,5,6,7,22,2
1,8,6,7,6,8,5,7,22,2
1,8,10,9,10,8,7,8,22,2
1,9,4,5,2,2,1,2,22,2
1,4,4,2,1,1,1,1,22,2
1,9,10,8,8,7,9,9,21,2
1,6,10,9,8,7,4,6,21,2
1,8,6,7,8,7,5,8,21,2
1,9,10,9,8,8,7,8,21,2
1,7,8,8,6,6,3,6,21,2
1,7,8,6,6,6,6,8,21,2
1,8,7,8,6,5,2,6,21,2
1,9,10,10,5,7,4,9,21,2
1,8,8,8,8,8,8,7,20,4
1,9,9,8,6,5,5,7,20,4
1,7,8,7,5,6,6,7,20,4
1,6,9,9,9,9,5,6,20,4
1,10,7,7,7,6,5,8,20,4
1,5,10,8,5,8,4,6,20,4
1,9,9,9,8,10,2,9,20,4
1,6,10,5,2,2,4,7,20,4
1,2,7,6,2,5,1,2,19,4
1,4,9,8,3,6,2,3,19,4
1,5,6,4,5,3,3,5,19,4
1,4,8,7,3,7,0,5,19,4
1,7,8,6,5,7,2,5,19,4
1,7,10,10,8,10,1,9,19,4
0,8,8,9,8,9,7,7,27,2
0,8,7,4,6,6,4,8,27,2
0,7,7,7,7,7,7,7,27,2
0,8,7,7,7,7,8,7,27,2
0,6,10,10,6,7,5,7,24,4
0,3,8,8,9,8,1,1,24,4
0,5,9,8,6,8,6,6,24,4
0,6,10,9,9,6,5,8,24,4
0,9,9,9,8,8,7,9,23,2
0,3,8,8,2,7,1,1,23,2
0,7,8,8,7,6,5,7,23,2
0,7,8,8,7,7,6,7,26,2
0,4,6,6,1,7,1,1,26,2
0,6.5,8,8,7,7,7,7,26,2
0,8,9,8,8,6,5,8,26,2
1,7,9,7,9,6,9,8,26,4
1,7,7,7,8,6,8,7,26,4
1,8,9,7,9,10,8,9,26,4
1,8,8,8,8,8,8,8,26,4
1,8,8,8,8,8,8,8,32,2
1,7,6,8,7,8,6,6,32,2
1,7,8,9,8,7,8,7,32,2
1,10,10,10,10,10,10,10,32,2
1,5,7,9,5,9,5,5,37,4
1,6,5,5,6,6,7,7,37,4
1,7,7,8,5,8,5,6,37,4
1,3,8,8,5,8,1,5,37,4
1,8,9,9,9,9,8,9,29,2
1,8,7,7,8,8,7,7,29,2
1,8,9,9,9,10,7,8,29,2
1,8,8,8,8,8,8,8,29,2
1,5,8,8,8,7,7,7,28,3
1,5,6,5,7,5,6,5,28,3
1,6,5,6,5,6,4,5,28,3
1,6,8,8,8,8,8,8,28,3
0,10,8,8,7,7,5,9,24,2
0,8,7,8,7,6,4,7,24,2
0,6,7,7,6,6,5,5,24,2
0,7,7,7,5,6,5,6,24,2
0,8,8,9,7,8,6,6,24,2
0,7,6,7,6,4,4,6,24,2
0,8,8,7,7,7,8,8,24,2
0,8,8,9,8,7,8,8,24,2
0,7,7,7,7,5,7,7,24,2
0,7,8,9,9,8,7,7,24,2
0,8,7,6,7,7,6,6,24,2
0,8,7,7,7,5,5,7,24,2
0,6,8,9,6,8,7,7,33,2
0,5,7,7,5,4,4,5,33,2
0,4,9,7,5,8,3,4,33,2
0,5,10,8,5,10,6,4,33,2
0,3,6,6,2,7,2,3,33,2
0,5,8,7,6,6,4,5,33,2
0,6,9,9,6,8,4,6,33,2
0,3,7,6,4,5,2,3,33,2
0,5,5,5,6,6,6,6,33,2
0,7,9,9,8,8,8,7,33,2
0,5,7,7,5,7,3,4,33,2
0,5,8,9,6,7,9,6,33,2
0,4,6,5,4,5,5,3,33,2
0,9,9,9,7,7,8,9,23,2
0,8,8,8,8,7,9,9,23,2
0,6,8,9,9,9,7,7,23,2
0,6,8,10,9,3,1,5,23,2
0,8,7,7,7,7,5,8,23,2
0,8,8,8,6,6,5,6,23,2
0,7,7,9,7,6,5,7,23,2
0,7,8,10,8,7,6,7,23,2
0,4,6,5,4,5,6,3,23,2
0,8,8,8,8,8,8,7,23,2
0,8,7,8,9,7,9,8,23,2
0,8,9,9,9,8,10,8,23,2
0,4,7,8,5,6,4,4,23,2
0,5,7,6,6,6,5,4,23,2
0,9,8,9,7,7,8,9,24,2
0,8,8,8,7,7,9,8,24,2
0,4,8,9,4,10,3,5,24,2
0,6,8,10,7,5,3,4,24,2
0,5,6,7,7,6,5,6,24,2
0,6,7,6,8,5,3,5,24,2
0,6,8,9,6,8,5,6,24,2
0,2,6,6,4,5,5,3,24,2
0,7,7,7,7,7,7,7,24,2
0,7,9,9,8,9,8,8,24,2
0,6,7,6,6,6,8,6,24,2
0,6,8,9,5,8,3,6,24,2
0,2,7,9,2,4,2,3,24,2
0,4,6,6,5,5,5,4,24,2
0,8,9,8,7,7,8,9,36,2
0,5,6,7,4,5,5,4,36,2
0,4,6,8,3,6,3,4,36,2
0,5,8,7,6,7,7,6,36,2
0,9,10,10,8,8,8,10,36,2
0,8,7,9,7,7,7,7,36,2
0,3,6,8,2,5,3,3,36,2
0,4,6,7,6,6,3,4,36,2
0,7,8,9,7,8,7,7,36,2
0,5,7,7,6,6,5,5,36,2
0,6,8,9,6,7,7,8,36,2
0,1,4,5,1,3,1,1,36,2
0,5,6,5,5,5,4,4,36,2
0,9,7,7,9,8,6,8,26,4
0,6,6,6,6,6,3,5,26,4
0,8,10,9,8,8,7,6,26,4
0,7,8,9,10,6,6,4,26,4
0,5,7,7,8,7,5,5,26,4
0,7,9,7,8,7,8,6,26,4
0,9,6,6,8,6,5,6,26,4
0,7,8,8,10,8,5,8,26,4
0,3,6,5,8,2,4,5,26,4
0,4,7,8,7,5,7,5,26,4
0,7,7,7,6,6,7,6,26,4
0,5,6,7,9,7,4,9,26,4
0,5,7,5,6,6,4,4,26,4
0,9,8,8,7,7,7,8,27,4
0,7,8,8,8,8,7,7,27,4
0,6,6,8,5,7,5,5,27,4
0,6,6,7,7,6,7,6,27,4
0,8,8,8,7,6,5,7,27,4
0,8,8,9,6,9,5,8,27,4
0,6,5,6,5,4,3,5,27,4
0,7,8,8,6,6,5,7,27,4
0,6,6,7,5,8,5,6,27,4
0,7,7,7,6,8,6,8,27,4
0,7,4,6,9,8,4,6,27,4
0,5,8,5,7,6,5,5,27,4
0,9,9,9,8,7,6,8,28,2
0,8,9,7,7,7,6,7,28,2
0,7,6,7,5,8,7,7,28,2
0,8,6,6,7,7,5,6,28,2
0,8,8,8,7,7,6,8,28,2
0,9,7,9,7,6,5,7,28,2
0,6,6,6,5,4,4,7,28,2
0,5,6,6,6,6,6,6,28,2
0,9,8,9,8,8,8,9,28,2
0,7,7,7,6,6,6,6,28,2
0,8,7,8,6,9,10,9,28,2
0,6,4,7,5,6,7,6,28,2
0,8,8,8,8,7,8,8,28,2
0,10,8,9,7,7,7,9,31,2
0,8,9,9,8,8,5,8,31,2
0,7,10,9,8,8,3,7,31,2
0,8,8,10,8,6,5,6,31,2
0,6,9,8,5,6,3,5,31,2
0,9,9,9,8,8,5,8,31,2
0,8,10,9,8,8,7,8,31,2
0,7,5,6,7,5,4,6,31,2
0,8,7,7,7,7,7,7,31,2
0,7,8,9,7,9,8,8,31,2
0,6,7,7,7,6,7,6,31,2
0,7,9,9,7,8,5,7,31,2
0,4,6,8,4,6,3,3,31,2
0,7,7,7,7,7,5,6,31,2
0,10,8,8,9,7,6,9,28,2
0,10,8,8,9,8,5,8,28,2
0,8,7,7,7,6,9,9,28,2
0,8,9,8,7,6,5,8,28,2
0,10,9,8,10,7,3,6,28,2
0,8,8,5,4,3,4,7,28,2
0,9,8,7,7,8,7,8,28,2
0,9,9,9,9,8,7,9,28,2
0,8,7,7,8,7,5,7,28,2
0,9,9,8,8,7,6,8,28,2
0,8,7,8,6,8,6,6,28,2
0,9,8,7,8,7,7,8,28,2
0,9,9,8,7,7,6,8,27,4
0,7,9,10,6,9,3,5,27,4
0,7,10,9,6,5,2,6,27,4
0,6,7,7,5,6,4,4,27,4
0,6,8,8,6,7,5,5,27,4
0,8,9,10,5,9,5,7,27,4
0,7,8,8,6,5,3,7,27,4
0,7,7,7,7,7,6,7,27,4
0,10,9,8,7,8,6,8,27,4
0,5,7,6,5,6,5,4,27,4
0,7,7,8,5,7,4,7,27,4
0,7,8,8,4,6,3,6,27,4
0,5,5,5,5,5,5,5,27,4
0,7,9,8,6,7,6,7,28,4
0,7,7,7,6,6,5,7,28,4
0,7,9,8,6,7,2,4,28,4
0,7,9,6,6,5,3,5,28,4
0,5,7,6,3,7,3,4,28,4
0,8,10,8,8,8,6,8,28,4
0,7,8,8,6,7,5,5,28,4
0,4,8,6,5,6,4,4,28,4
0,7,7,7,6,6,5,6,28,4
0,9,10,8,7,8,6,8,28,4
0,5,7,7,6,5,7,6,28,4
0,6,8,8,6,7,4,6,28,4
0,5,5,5,5,5,5,5,28,4
0,9,9,7,8,7,6,8,27,2
0,7,8,7,7,8,6,7,27,2
0,8,8,8,7,8,7,7,27,2
0,9,9,8,9,7,6,8,27,2
0,7,6,7,6,7,3,4,27,2
0,8,10,8,8,7,5,7,27,2
0,10,8,8,8,10,3,5,27,2
0,5,7,7,6,6,6,6,27,2
0,8,8,8,8,8,8,9,27,2
0,10,9,9,9,9,10,10,27,2
0,6,6,7,5,7,7,6,27,2
0,9,7,8,8,10,5,8,27,2
0,7,8,8,5,6,6,6,27,2
0,6,7,6,7,6,6,7,27,2
0,10,9,9,8,7,7,9,27,2
0,7,8,8,10,7,6,7,27,2
0,6,5,3,4,7,3,4,27,2
0,8,6,6,6,6,7,7,27,2
0,9,9,8,6,5,5,6,27,2
0,6,6,5,4,4,3,6,27,2
0,7,7,7,7,7,7,7,27,2
0,9,8,8,8,8,8,8,27,2
0,6,7,7,6,6,6,6,27,2
0,10,8,8,8,9,6,8,27,2
0,5,6,6,4,5,5,5,27,2
0,6,7,7,8,7,5,6,27,2
0,9,8,8,8,7,6,8,30,1
0,8,10,8,9,9,10,8,30,1
0,7,9,10,8,8,4,5,30,1
0,5,7,7,5,9,6,6,30,1
0,8,9,9,8,8,8,8,30,1
0,8,8,10,7,9,5,7,30,1
0,7,8,7,7,8,6,6,30,1
0,7,6,6,5,6,4,6,30,1
0,7,8,8,7,7,6,6,30,1
0,8,8,10,8,10,8,8,30,1
0,6,8,8,7,8,8,6,30,1
0,6,8,9,9,10,4,6,30,1
0,6,8,7,7,8,7,7,30,1
0,7,7,7,7,7,6,6,30,1
0,9,8,8,7,6,5,7,28,4
0,10,8,8,9,9,8,8,28,4
0,8,8,8,9,7,6,6,28,4
0,5,5,6,6,7,3,5,28,4
0,7,6,6,6,7,4,5,28,4
0,9,7,8,6,8,5,7,28,4
0,6,7,6,6,5,4,6,28,4
0,6,8,8,8,8,8,9,28,4
0,10,8,8,9,9,8,9,28,4
0,6,6,6,5,7,6,5,28,4
0,9,8,9,9,10,5,9,28,4
0,8,5,7,8,9,6,8,28,4
0,7,8,8,8,8,7,7,28,4
1,4,5,6,4,6,4,4,23,2
1,4,6,7,4,7,4,4,23,2
1,7,10,10,7,9,8,8,23,2
1,5,5,8,5,5,5,5,23,2
1,4,8,8,2,6,1,1,23,2
1,4,5,5,1,3,1,2,23,2
1,6,7,7,6,8,6,6,23,2
1,5,8,10,5,8,7,5,23,2
1,2,6,7,2,7,2,2,23,2
1,4,7,10,3,10,3,3,23,2
1,2,3,3,2,3,1,1,23,2
1,5,10,9,8,7,5,9,28,2
1,4,7,8,5,7,4,4,28,2
1,7,10,10,10,10,8,8,28,2
1,5,6,8,5,5,4,5,28,2
1,3,8,8,2,7,1,2,28,2
1,4,7,8,4,6,7,4,28,2
1,3,7,7,4,6,5,6,28,2
1,6,8,9,8,9,5,7,28,2
1,1,4,6,3,6,2,1,28,2
1,3,10,10,6,10,3,3,28,2
1,2,6,6,6,5,4,3,28,2
1,8,8,8,8,10,6,8,29,1
1,5,5,7,8,7,4,5,29,1
1,7,8,8,8,8,7,7,29,1
1,8,10,7,10,7,5,7,29,1
1,8,6,7,8,9,7,8,29,1
1,7,5,7,8,8,6,5,29,1
1,9,7,8,8,8,6,8,29,1
1,9,7,7,7,7,2,7,29,1
1,8,6,8,7,7,6,6,29,1
1,6,8,7,7,7,4,6,29,1
1,9,9,9,9,9,9,8,29,1
1,7,7,6,7,6,6,6,29,1
1,7,10,10,9,10,10,8,29,1
1,7,6,7,10,9,8,7,29,1
1,10,10,9,8,8,7,9,22,2
1,5,6,8,9,8,6,8,22,2
1,8,8,8,10,7,9,9,22,2
1,10,9,9,9,8,7,9,22,2
1,7,6,7,6,6,5,6,22,2
1,5,8,8,5,5,1,4,22,2
1,8,6,8,8,6,8,7,22,2
1,8,5,8,8,8,7,7,22,2
1,9,7,8,8,7,7,9,22,2
1,8,8,8,8,9,9,8,22,2
1,10,8,9,9,8,6,8,22,2
1,8,7,7,8,7,5,7,22,2
1,8,9,10,7,9,5,8,22,2
1,7,7,6,7,6,7,6,22,2
1,8,10,9,8,8,5,8,27,4
1,7,7,8,8,7,7,9,27,4
1,9,9,9,8,9,8,8,27,4
1,5,6,6,6,5,4,5,27,4
1,6,8,8,4,9,7,8,27,4
1,6,6,7,6,6,5,7,27,4
1,9,8,7,7,6,9,8,27,4
1,5,5,7,6,7,6,5,27,4
1,5,8,8,7,7,2,5,27,4
1,2,4,6,4,6,3,3,27,4
1,7,6,10,3,8,10,4,27,4
1,3,5,7,2,5,2,1,27,4
1,6,8,8,8,8,7,8,26,2
1,9,8,9,8,9,8,8,26,2
1,6,7,7,8,7,7,7,26,2
1,9,9,8,7,9,7,9,26,2
1,7,8,8,7,7,8,8,26,2
1,7,9,9,8,8,7,8,26,2
1,5,6,6,4,4,4,5,26,2
1,7,5,7,8,7,7,7.5,26,2
1,8,8,8,8,6,7,8,26,2
1,9,9,8,9,8,6,8,26,2
1,6,7,6,6,5,7,6,26,2
1,6,9,10,7,10,8,7,26,2
1,5,7,6,5,5,4,3,26,2
1,8,9,10,8,5,6,7,27,2
1,8,8,7,7,6,7,8,27,2
1,9,10,10,9,8,9,9,27,2
1,10,9,10,10,8,8,10,27,2
1,6,8,8,6,6,5,5,27,2
1,4,6,7,6,7,2,4,27,2
1,3,7,8,3,3,3,3,27,2
1,8,7,6,7,6,7,7,27,2
1,6,8,8,5,7,8,7,27,2
1,7,9,9,9,7,5,7,27,2
1,6,8,7,7,8,8,8,27,2
1,7,9,10,6,10,6,6,27,2
1,5,6,6,7,7,6,6,27,2
1,6,8,7,6,5,7,7,30,2
1,7,6,6,5,6,5,6,30,2
1,8,8,7,7,5,4,2,30,2
1,7,7,7,5,6,5,6,30,2
1,6,7,6,1,5,2,1,30,2
1,8,5,5,4,6,5,4,30,2
1,8,8,7,8,8,9,9,30,2
1,7,9,7,5,5,4,5,30,2
1,7,6,5,6,4,5,5,30,2
1,8,5,10,7,8,6,5,30,2
1,6,7,7,4,5,4,4,30,2
1,8,6,6,8,9,5,5,26,6
1,7,8,8,7,7,6,7,26,6
1,7,7,7,7,7,4,3,26,6
1,8,8,8,6,8,7,7,26,6
1,7,8,7,5,5,2,7,26,6
1,8,5,6,3,7,8,7,26,6
1,6,4,6,6,5,6,5,26,6
1,9,9,9,9,9,7,8,26,6
1,8,7,7,6,6,5,5,26,6
1,7,6,10,9,10,6,7,26,6
1,6,7,7,7,7,6,7,26,6
1,8,8,8,8,8,8,8,23,2
1,6,7,8,7,7,7,6,23,2
1,10,9,9,8,7,4,8,23,2
1,6,6,6,6,6,5,6,23,2
1,3,8,8,5,8,2,6,23,2
1,4,6,7,7,5,8,5,23,2
1,7,7,8,8,8,8,7,23,2
1,6,3,6,5,4,7,3,23,2
1,8,8,8,8,8,8,8,23,2
1,5,5,6,6,6,3,4,23,2
1,6,9,10,6,9,4,6,23,2
1,4,5,5,6,3,4,3,23,2
1,6,9,9,10,9,10,10,23,4
1,5,5,6,6,5,5,5,23,4
1,6,9,8,8,7,10,8,23,4
1,4,8,8,4,4,3,4,23,4
1,2,8,8,4,2,2,5,23,4
1,6,3,7,4,5,4,4,23,4
1,4,7,7,6,7,5,6,23,4
1,5,9,7,5,7,5,5,23,4
1,3,6,4,6,6,3,4,23,4
1,6,9,10,9,10,5,7,23,4
1,2,8,8,7,6,7,2,23,4
1,10,10,10,10,10,10,10,28,2
1,8,9,9,8,8,8,8,28,2
1,7,7,8,8,6,7,7,28,2
1,9,7,9,7,7,5,7,28,2
1,8,7,8,7,7,5,7,28,2
1,8,8,8,5,5,2,6,28,2
1,8,7,8,7,7,8,7,28,2
1,9,9,9,9,9,7,9,28,2
1,8,9,9,8,8,6,8,28,2
1,9,9,9,9,8,9,8,28,2
1,8,8,8,7,8,6,8,28,2
1,7,9,10,8,9,10,9,28,2
1,8,7,7,8,7,8,7,28,2
1,4,7,7,9,8,7,9,28,4
1,5,5,9,6,7,8,4,28,4
1,5,7,8,6,7,5,5,28,4
1,8,10,9,7,7,10,9,28,4
1,4,7,8,4,6,4,5,28,4
1,3,8,8,4,8,1,4,28,4
1,5,6,9,6,9,3,8,28,4
1,3,8,8,3,7,2,4,28,4
1,6,10,10,5,9,6,6,28,4
1,2,8,8,3,8,6,8,28,4
1,4,8,10,3,10,8,3,28,4
1,3,6,7,4,5,3,3,28,4
1,4,10,9,5,6,2,7,29,2
1,8,9,9,7,8,8,9,29,2
1,5,7,8,7,7,6,6,29,2
1,9,9,9,7,8,5,8,29,2
1,4,7,9,4,6,3,5,29,2
1,4,8,8,7,8,5,9,29,2
1,8,9,9,8,8,8,8,29,2
1,4,7,7,4,8,5,5,29,2
1,5,8,10,2,9,2,2,29,2
1,5,7,7,6,7,5,6,29,2
1,8,7,8,8,8,8,8,27,2
1,5,8,7,7,8,7,7,27,2
1,9,9,9,7,8,7,9,27,2
1,8,10,10,10,8,8,10,27,2
1,7,8,8,10,10,7,9,27,2
1,7,7,7,6,6,6,7,27,2
1,7,8,7,6,7,8,7,27,2
1,9,10,10,10,10,8,8,27,2
1,5,8,8,6,7,7,6,27,2
1,5,9,10,8,10,7,8,27,2
1,7,7,7,8,7,7,6,27,2
1,6,4,8,9,9,9,8,22,2
1,6,7,8,6,7,6,6,22,2
1,8,10,10,10,10,10,10,22,2
1,6,8,8,8,4,5,6,22,2
1,7,9,9,5,8,2,7,22,2
1,8,7,8,9,6,10,9,22,2
1,5,8,8,6,7,7,7,22,2
1,9,9,10,9,9,7,8,22,2
1,3,8,8,4,8,6,5,22,2
1,6,9,10,9,9,7,8,22,2
1,5,6,5,6,5,6,3,22,2
0,8,10,10,8,6,7,7,29,4
0,6,6,7,6,5,8,7,29,4
0,4,5,5,5,5,5,2,29,4
0,5,8,7,5,5,4,5,29,4
0,5,8,7,6,6,8,5,29,4
0,3,8,8,4,6,3,4,29,4
0,3,9,7,5,6,6,7,29,4
0,7,10,10,7,10,8,5,23,6
0,3,8,8,4,7,6,2,23,6
0,7,6,6,6,5,7,6,23,6
0,6,5,6,5,5,5,4,23,6
0,6,6,5,5,4,5,6,23,6
0,9,8,8,9,8,10,7,23,6
0,5,9,8,7,8,8,5,23,6
0,4,8,7,6,4,5,6,23,6
0,5,8,8,6,8,9,8,23,6
0,10,10,10,7,10,6,9,28,4
0,3,8,8,4,7,6,2,28,4
0,8,7,7,6,7,8,7,28,4
0,6,5,7,5,5,7,4,28,4
0,8,8,5,6,4,5,7,28,4
0,7,8,7,7,8,7,6,28,4
0,7,8,9,3,9,3,5,28,4
0,6,9,9,3,9,6,5,28,4
0,8,10,10,10,10,10,9,22,2
0,2,9,9,8,9,5,6,22,2
0,5,5,7,8,5,2,4,22,2
0,3,4,5,5,5,5,2,22,2
0,5,6,6,5,9,5,5,22,2
0,5,7,7,6,6,6,5,22,2
0,6,8,6,7,9,4,6,22,2
0,6,8,8,6,8,7,8,22,2
0,8,10,10,8,9,7,8,35,4
0,3,7,7,6,8,9,7,35,4
0,5,5,6,5,5,5,3,35,4
0,5,8,8,5,5,6,6,35,4
0,5,8,7,7,5,5,6,35,4
0,4,7,6,6,6,4,5,35,4
0,3,9,9,6,10,9,8,35,4
0,10,10,10,10,10,5,8,30,3
0,8,8,9,9,9,10,10,30,3
0,7,7,7,8,7,6,6,30,3
0,7,6,6,6,5,6,3,30,3
0,7,8,8,8,8,7,8,30,3
0,10,8,10,9,9,5,9,30,3
0,8,8,9,8,8,6,7,30,3
0,7,7,8,8,6,4,7,30,3
0,9,9,9,8,8,8,9,30,3
0,10,9,8,8,9,9,6,24,4
0,9,10,8,8,8,5,9,24,4
0,8,8,5,8,5,8,6,24,4
0,6,8,8,6,6,5,6,24,4
0,7,8,7,7,8,7,6,24,4
0,7,7,8,8,6,4,7,24,4
0,7,8,8,6,7,8,8,24,4
0,10,10,10,8,10,9,9,22,1
0,9,10,8,8,8,5,9,22,1
0,6,7,5,6,2,5,3,22,1
0,6,7,7,6,7,6,6,22,1
0,8,8,8,8,8,5,7,22,1
0,7,7,6,5,6,3,3,22,1
0,8,10,8,6,9,9,8,22,1
0,8,10,10,8,9,6,7,22,1
0,6,8,9,9,9,5,9,22,1
0,5,7,7,6,7,5,2,22,1
0,5,7,6,6,7,5,6,22,1
0,5,7,7,7,8,5,6,22,1
0,3,8,7,6,7,3,5,22,1
0,3,9,7,6,8,6,8,22,1
0,10,10,10,10,10,10,10,24,2
0,6,6,6,7,6,10,6,24,2
0,7,7,6,6,5,3,4,24,2
0,4,5,5,5,5,5,3,24,2
0,6,8,7,7,7,6,7,24,2
0,8,3,8,8,4,1,6,24,2
0,5,7,7,6,6,6,5,24,2
0,5,7,6,5,5,6,6,24,2
0,6,8,7,7,6,6,7,24,2
1,5,6,6,6,6,6,6,34,2
1,7,7,7,7,7,7,6,34,2
1,7,7,8,6,7,5,6,34,2
1,5,7,7,5,6,5,6,34,2
1,3,7,6,4,6,7,2,34,2
1,7,8,7,8,7,6,8,34,2
1,8,9,8,9,10,7,7,34,2
1,7,8,8,8,9,8,8,34,2
1,8,9,9,7,6,9,7,34,2
1,2,7,7,5,7,2,2,25,4
1,6,5,6,6,7,4,6,25,4
1,2,3,3,3,5,2,2,25,4
1,4,6,6,5,6,6,2,25,4
1,4,4,4,3,3,3,3,25,4
1,6,8,9,6,10,6,6,25,4
1,7,7,8,9,8,8,6,25,4
1,7,6,7,6,6,7,7,25,4
1,5,5,6,6,6,6,6,24,4
1,2,8,8,7,8,6,4,24,4
1,7,8,7,6,5,6,7,24,4
1,2,6,7,2,4,2,3,24,4
1,4,8,7,6,6,7,3,24,4
1,6,7,7,5,5,6,7,24,4
1,8,8,9,7,9,7,7,24,4
1,6,8,10,9,10,8,8,24,4
1,8,8,8,7,6,5,8,24,4
1,5,5,5,5,5,7,7,26,2
1,4,6,7,7,6,7,4,26,2
1,5,5,5,5,5,5,2,26,2
1,4,8,7,6,6,7,3,26,2
1,5,5,5,5,5,4,5,26,2
1,4,4,4,4,4,4,4,26,2
1,6,8,9,8,9,9,9,26,2
1,6,6,6,6,6,6,6,26,2
1,5,5,5,5,5,5,7,21,2
1,4,7,7,7,7,7,5,21,2
1,7,5,6,8,6,4,4,21,2
1,1,6,6,3,4,2,3,21,2
1,4,8,7,6,7,6,3,21,2
1,7,8,8,7,8,5,7,21,2
