,iid,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,race,pid,dec_o,gender,age,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
3322,229,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,208.0,1,1,28.0,11.54,13.46,19.23,19.23,19.23,17.31,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,1
3325,229,7.0,8.0,9.0,7.0,10.0,4.0,7.0,2.0,211.0,0,1,28.0,16.36,16.36,18.18,18.18,16.36,14.55,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,0
3326,229,7.0,7.0,9.0,8.0,9.0,7.0,8.0,2.0,212.0,1,1,28.0,14.29,18.37,18.37,16.33,18.37,14.29,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,0
3327,229,8.0,9.0,10.0,8.0,10.0,7.0,7.0,2.0,213.0,0,1,28.0,15.52,17.24,17.24,17.24,17.24,15.52,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,0
3328,230,6.0,10.0,9.0,8.0,8.0,6.0,5.0,2.0,194.0,0,1,42.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3329,230,6.0,7.0,6.0,6.0,6.0,5.0,5.0,2.0,195.0,0,1,42.0,15.38,19.23,19.23,19.23,13.46,13.46,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3331,230,7.0,7.0,7.0,6.0,7.0,3.0,4.0,2.0,197.0,0,1,42.0,14.0,18.0,20.0,18.0,16.0,14.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3332,230,5.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,198.0,0,1,42.0,15.38,19.23,17.31,19.23,9.62,19.23,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3333,230,2.0,4.0,4.0,4.0,10.0,4.0,2.0,2.0,199.0,0,1,42.0,17.5,17.5,20.0,12.5,20.0,12.5,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3335,230,8.0,8.0,8.0,9.0,9.0,8.0,8.0,2.0,201.0,1,1,42.0,15.38,17.31,17.31,17.31,17.31,15.38,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,1
3336,230,5.0,9.0,8.0,8.0,8.0,5.0,5.0,2.0,202.0,0,1,42.0,15.38,19.23,19.23,19.23,15.38,11.54,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3337,230,4.0,6.0,6.0,7.0,7.0,3.0,3.0,2.0,203.0,0,1,42.0,16.0,20.0,18.0,20.0,18.0,8.0,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3338,230,6.0,8.0,7.0,7.0,6.0,6.0,7.0,2.0,204.0,0,1,42.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3339,230,5.0,5.0,6.0,2.0,9.0,3.0,3.0,2.0,205.0,0,1,42.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3340,230,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,206.0,1,1,42.0,14.58,16.67,20.83,18.75,16.67,12.5,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,1
3341,230,4.0,7.0,6.0,4.0,4.0,4.0,4.0,2.0,207.0,0,1,42.0,17.31,13.46,17.31,19.23,19.23,13.46,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3342,230,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,208.0,1,1,42.0,11.54,13.46,19.23,19.23,19.23,17.31,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,1
3345,230,6.0,9.0,8.0,9.0,8.0,8.0,8.0,2.0,211.0,1,1,42.0,16.36,16.36,18.18,18.18,16.36,14.55,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,1
3346,230,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,212.0,0,1,42.0,14.29,18.37,18.37,16.33,18.37,14.29,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3347,230,5.0,8.0,8.0,7.0,7.0,8.0,6.0,2.0,213.0,0,1,42.0,15.52,17.24,17.24,17.24,17.24,15.52,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,0
3348,231,8.0,10.0,9.0,8.0,8.0,7.0,7.0,3.0,194.0,1,1,30.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3349,231,6.0,10.0,9.0,8.0,10.0,9.0,9.0,3.0,195.0,0,1,30.0,15.38,19.23,19.23,19.23,13.46,13.46,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3351,231,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,197.0,1,1,30.0,14.0,18.0,20.0,18.0,16.0,14.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,1
3352,231,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,198.0,0,1,30.0,15.38,19.23,17.31,19.23,9.62,19.23,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3353,231,3.0,3.0,3.0,8.0,8.0,2.0,3.0,3.0,199.0,0,1,30.0,17.5,17.5,20.0,12.5,20.0,12.5,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3355,231,8.0,8.0,8.0,7.0,8.0,3.0,6.0,3.0,201.0,0,1,30.0,15.38,17.31,17.31,17.31,17.31,15.38,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3356,231,6.0,8.0,8.0,9.0,8.0,6.0,7.0,3.0,202.0,0,1,30.0,15.38,19.23,19.23,19.23,15.38,11.54,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3357,231,5.0,5.0,8.0,6.0,9.0,4.0,4.0,3.0,203.0,0,1,30.0,16.0,20.0,18.0,20.0,18.0,8.0,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3358,231,7.0,7.0,9.0,8.0,7.0,8.0,8.0,3.0,204.0,0,1,30.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3359,231,4.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,205.0,0,1,30.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3360,231,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,206.0,1,1,30.0,14.58,16.67,20.83,18.75,16.67,12.5,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3361,231,4.0,5.0,4.0,6.0,5.0,4.0,5.0,3.0,207.0,0,1,30.0,17.31,13.46,17.31,19.23,19.23,13.46,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3362,231,5.0,9.0,9.0,7.0,8.0,7.0,6.0,3.0,208.0,1,1,30.0,11.54,13.46,19.23,19.23,19.23,17.31,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,1
3365,231,7.0,8.0,9.0,7.0,10.0,8.0,7.0,3.0,211.0,0,1,30.0,16.36,16.36,18.18,18.18,16.36,14.55,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3366,231,7.0,7.0,7.0,8.0,7.0,7.0,8.0,3.0,212.0,1,1,30.0,14.29,18.37,18.37,16.33,18.37,14.29,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,1
3367,231,6.0,10.0,10.0,10.0,8.0,7.0,7.0,3.0,213.0,0,1,30.0,15.52,17.24,17.24,17.24,17.24,15.52,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,0
3368,232,5.0,10.0,9.0,6.0,7.0,6.0,5.0,2.0,194.0,0,1,31.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3369,232,5.0,6.0,7.0,4.0,6.0,4.0,5.0,2.0,195.0,0,1,31.0,15.38,19.23,19.23,19.23,13.46,13.46,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3371,232,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,197.0,1,1,31.0,14.0,18.0,20.0,18.0,16.0,14.0,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,1
3372,232,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,198.0,0,1,31.0,15.38,19.23,17.31,19.23,9.62,19.23,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3373,232,2.0,9.0,7.0,2.0,7.0,2.0,2.0,2.0,199.0,0,1,31.0,17.5,17.5,20.0,12.5,20.0,12.5,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3376,232,7.0,9.0,9.0,7.0,9.0,6.0,7.0,2.0,202.0,0,1,31.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3378,232,6.0,8.0,8.0,5.0,6.0,6.0,6.0,2.0,204.0,0,1,31.0,19.61,15.69,17.65,15.69,17.65,13.73,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3379,232,6.0,8.0,6.0,6.0,8.0,8.0,6.0,2.0,205.0,0,1,31.0,15.38,17.31,19.23,19.23,11.54,17.31,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3381,232,4.0,6.0,6.0,4.0,4.0,4.0,3.0,2.0,207.0,0,1,31.0,17.31,13.46,17.31,19.23,19.23,13.46,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3382,232,5.0,9.0,9.0,7.0,8.0,7.0,6.0,2.0,208.0,0,1,31.0,11.54,13.46,19.23,19.23,19.23,17.31,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3385,232,5.0,10.0,10.0,10.0,9.0,9.0,7.0,2.0,211.0,0,1,31.0,16.36,16.36,18.18,18.18,16.36,14.55,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3386,232,6.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,212.0,0,1,31.0,14.29,18.37,18.37,16.33,18.37,14.29,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3387,232,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,213.0,0,1,31.0,15.52,17.24,17.24,17.24,17.24,15.52,4.0,5.0,5.0,9.0,8.0,7.0,8.0,9.0,3.0,8.0,7.0,4.0,6.0,8.0,7.0,7.0,3.0,5.0,0
3388,233,6.0,7.0,9.0,7.0,8.0,6.0,7.0,4.0,194.0,0,1,29.0,16.0,16.0,20.0,16.0,18.0,14.0,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3389,233,6.0,9.0,10.0,9.0,8.0,7.0,7.0,4.0,195.0,1,1,29.0,15.38,19.23,19.23,19.23,13.46,13.46,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,1
3391,233,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,197.0,0,1,29.0,14.0,18.0,20.0,18.0,16.0,14.0,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3392,233,4.0,6.0,6.0,7.0,6.0,5.0,5.0,4.0,198.0,0,1,29.0,15.38,19.23,17.31,19.23,9.62,19.23,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3393,233,8.0,10.0,10.0,6.0,8.0,2.0,5.0,4.0,199.0,0,1,29.0,17.5,17.5,20.0,12.5,20.0,12.5,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3396,233,7.0,8.0,8.0,9.0,7.0,5.0,6.0,4.0,202.0,1,1,29.0,15.38,19.23,19.23,19.23,15.38,11.54,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,1
3398,233,6.0,8.0,9.0,6.0,8.0,7.0,8.0,4.0,204.0,0,1,29.0,19.61,15.69,17.65,15.69,17.65,13.73,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3399,233,6.0,8.0,7.0,7.0,9.0,8.0,8.0,4.0,205.0,0,1,29.0,15.38,17.31,19.23,19.23,11.54,17.31,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3400,233,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,206.0,1,1,29.0,14.58,16.67,20.83,18.75,16.67,12.5,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,1
3401,233,9.0,8.0,8.0,9.0,7.0,8.0,7.0,4.0,207.0,0,1,29.0,17.31,13.46,17.31,19.23,19.23,13.46,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3402,233,6.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,208.0,1,1,29.0,11.54,13.46,19.23,19.23,19.23,17.31,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,1
3405,233,5.0,5.0,7.0,5.0,9.0,4.0,4.0,4.0,211.0,0,1,29.0,16.36,16.36,18.18,18.18,16.36,14.55,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3406,233,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,212.0,1,1,29.0,14.29,18.37,18.37,16.33,18.37,14.29,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,1
3407,233,8.0,8.0,8.0,8.0,7.0,7.0,6.0,4.0,213.0,0,1,29.0,15.52,17.24,17.24,17.24,17.24,15.52,2.0,10.0,9.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,6.0,0
3409,234,6.0,8.0,9.0,8.0,9.0,3.0,3.0,6.0,244.0,0,0,22.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0
3412,234,3.0,7.0,5.0,5.0,4.0,4.0,6.0,6.0,247.0,1,0,22.0,20.0,30.0,10.0,15.0,0.0,25.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0
3413,234,5.0,7.0,8.0,6.0,7.0,3.0,7.0,6.0,248.0,0,0,22.0,25.0,15.0,20.0,20.0,15.0,5.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0
3414,234,9.0,9.0,8.0,9.0,7.0,9.0,9.0,6.0,249.0,1,0,22.0,22.0,22.0,15.0,15.0,5.0,21.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0
3415,234,5.0,10.0,6.0,7.0,7.0,4.0,5.0,6.0,250.0,0,0,22.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,5.0,3.0,10.0,10.0,9.0,5.0,2.0,1.0,4.0,9.0,5.0,6.0,5.0,5.0,9.0,7.0,4.0,0
3418,235,9.0,9.0,7.0,8.0,8.0,5.0,6.0,2.0,244.0,1,0,23.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,0
3419,235,7.0,6.0,6.0,5.0,4.0,4.0,6.0,2.0,245.0,0,0,23.0,18.0,10.0,30.0,10.0,10.0,22.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,0
3421,235,8.0,7.0,7.0,7.0,2.0,3.0,7.0,2.0,247.0,1,0,23.0,20.0,30.0,10.0,15.0,0.0,25.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,0
3422,235,7.0,8.0,6.0,8.0,6.0,4.0,8.0,2.0,248.0,1,0,23.0,25.0,15.0,20.0,20.0,15.0,5.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,1
3423,235,9.0,8.0,9.0,9.0,6.0,7.0,9.0,2.0,249.0,1,0,23.0,22.0,22.0,15.0,15.0,5.0,21.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,0
3424,235,9.0,10.0,7.0,9.0,7.0,7.0,9.0,2.0,250.0,1,0,23.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,1.0,3.0,3.0,10.0,9.0,10.0,2.0,1.0,7.0,7.0,1.0,9.0,9.0,6.0,10.0,10.0,7.0,0
3427,236,4.0,6.0,7.0,2.0,2.0,1.0,4.0,4.0,244.0,0,0,24.0,20.0,20.0,20.0,10.0,10.0,20.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3428,236,9.0,7.0,8.0,6.0,6.0,5.0,8.0,4.0,245.0,1,0,24.0,18.0,10.0,30.0,10.0,10.0,22.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3430,236,7.0,7.0,5.0,3.0,7.0,3.0,3.0,4.0,247.0,0,0,24.0,20.0,30.0,10.0,15.0,0.0,25.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3431,236,6.0,6.0,9.0,6.0,7.0,4.0,6.0,4.0,248.0,0,0,24.0,25.0,15.0,20.0,20.0,15.0,5.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3432,236,9.0,9.0,9.0,6.0,7.0,5.0,7.0,4.0,249.0,0,0,24.0,22.0,22.0,15.0,15.0,5.0,21.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3433,236,3.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0,250.0,0,0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,9.0,6.0,3.0,7.0,9.0,9.0,7.0,1.0,8.0,7.0,5.0,4.0,7.0,4.0,10.0,4.0,2.0,0
3436,237,2.0,6.0,8.0,4.0,3.0,1.0,3.0,2.0,244.0,0,0,34.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,0
3439,237,5.0,6.0,8.0,5.0,6.0,3.0,6.0,2.0,247.0,1,0,34.0,20.0,30.0,10.0,15.0,0.0,25.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,0
3440,237,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,248.0,0,0,34.0,25.0,15.0,20.0,20.0,15.0,5.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,0
3441,237,6.0,9.0,8.0,7.0,8.0,6.0,2.0,2.0,249.0,0,0,34.0,22.0,22.0,15.0,15.0,5.0,21.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,0
3442,237,6.0,10.0,8.0,7.0,7.0,6.0,6.0,2.0,250.0,1,0,34.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,1.0,1.0,10.0,7.0,8.0,9.0,9.0,1.0,1.0,10.0,6.0,8.0,6.0,2.0,9.0,2.0,10.0,1
3445,238,8.0,8.0,8.0,8.0,9.0,7.0,8.0,2.0,244.0,1,0,27.0,20.0,20.0,20.0,10.0,10.0,20.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,1
3446,238,6.0,7.0,6.0,6.0,6.0,4.0,5.0,2.0,245.0,0,0,27.0,18.0,10.0,30.0,10.0,10.0,22.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0
3448,238,6.0,7.0,7.0,6.0,5.0,3.0,6.0,2.0,247.0,1,0,27.0,20.0,30.0,10.0,15.0,0.0,25.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0
3449,238,6.0,8.0,7.0,7.0,6.0,3.0,7.0,2.0,248.0,0,0,27.0,25.0,15.0,20.0,20.0,15.0,5.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0
3450,238,9.0,9.0,8.0,9.0,8.0,9.0,9.0,2.0,249.0,1,0,27.0,22.0,22.0,15.0,15.0,5.0,21.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0
3451,238,8.0,8.0,8.0,9.0,7.0,8.0,8.0,2.0,250.0,1,0,27.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,1
3452,238,5.0,8.0,7.0,4.0,8.0,8.0,5.0,2.0,251.0,0,0,27.0,19.0,19.0,19.0,19.0,19.0,5.0,1.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0
3454,239,6.0,8.0,9.0,3.0,6.0,3.0,3.0,2.0,244.0,0,0,34.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0
3455,239,6.0,8.0,8.0,6.0,5.0,3.0,7.0,2.0,245.0,1,0,34.0,18.0,10.0,30.0,10.0,10.0,22.0,3.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,1
